module,name,constructor,dimention,description
,MATS7i,"MATS(7, 'i')",2D,moran coefficient of lag 7 weighted by ionization potential
,MATS8i,"MATS(8, 'i')",2D,moran coefficient of lag 8 weighted by ionization potential
,GATS1c,"GATS(1, 'c')",2D,geary coefficient of lag 1 weighted by gasteiger charge
,GATS2c,"GATS(2, 'c')",2D,geary coefficient of lag 2 weighted by gasteiger charge
,GATS3c,"GATS(3, 'c')",2D,geary coefficient of lag 3 weighted by gasteiger charge
,GATS4c,"GATS(4, 'c')",2D,geary coefficient of lag 4 weighted by gasteiger charge
,GATS5c,"GATS(5, 'c')",2D,geary coefficient of lag 5 weighted by gasteiger charge
,GATS6c,"GATS(6, 'c')",2D,geary coefficient of lag 6 weighted by gasteiger charge
,GATS7c,"GATS(7, 'c')",2D,geary coefficient of lag 7 weighted by gasteiger charge
,GATS8c,"GATS(8, 'c')",2D,geary coefficient of lag 8 weighted by gasteiger charge
,GATS1dv,"GATS(1, 'dv')",2D,geary coefficient of lag 1 weighted by valence electrons
,GATS2dv,"GATS(2, 'dv')",2D,geary coefficient of lag 2 weighted by valence electrons
,GATS3dv,"GATS(3, 'dv')",2D,geary coefficient of lag 3 weighted by valence electrons
,GATS4dv,"GATS(4, 'dv')",2D,geary coefficient of lag 4 weighted by valence electrons
,GATS5dv,"GATS(5, 'dv')",2D,geary coefficient of lag 5 weighted by valence electrons
,GATS6dv,"GATS(6, 'dv')",2D,geary coefficient of lag 6 weighted by valence electrons
,GATS7dv,"GATS(7, 'dv')",2D,geary coefficient of lag 7 weighted by valence electrons
,GATS8dv,"GATS(8, 'dv')",2D,geary coefficient of lag 8 weighted by valence electrons
,GATS1d,"GATS(1, 'd')",2D,geary coefficient of lag 1 weighted by sigma electrons
,GATS2d,"GATS(2, 'd')",2D,geary coefficient of lag 2 weighted by sigma electrons
,GATS3d,"GATS(3, 'd')",2D,geary coefficient of lag 3 weighted by sigma electrons
,GATS4d,"GATS(4, 'd')",2D,geary coefficient of lag 4 weighted by sigma electrons
,GATS5d,"GATS(5, 'd')",2D,geary coefficient of lag 5 weighted by sigma electrons
,GATS6d,"GATS(6, 'd')",2D,geary coefficient of lag 6 weighted by sigma electrons
,GATS7d,"GATS(7, 'd')",2D,geary coefficient of lag 7 weighted by sigma electrons
,GATS8d,"GATS(8, 'd')",2D,geary coefficient of lag 8 weighted by sigma electrons
,GATS1s,"GATS(1, 's')",2D,geary coefficient of lag 1 weighted by intrinsic state
,GATS2s,"GATS(2, 's')",2D,geary coefficient of lag 2 weighted by intrinsic state
,GATS3s,"GATS(3, 's')",2D,geary coefficient of lag 3 weighted by intrinsic state
,GATS4s,"GATS(4, 's')",2D,geary coefficient of lag 4 weighted by intrinsic state
,GATS5s,"GATS(5, 's')",2D,geary coefficient of lag 5 weighted by intrinsic state
,GATS6s,"GATS(6, 's')",2D,geary coefficient of lag 6 weighted by intrinsic state
,GATS7s,"GATS(7, 's')",2D,geary coefficient of lag 7 weighted by intrinsic state
,GATS8s,"GATS(8, 's')",2D,geary coefficient of lag 8 weighted by intrinsic state
,GATS1Z,"GATS(1, 'Z')",2D,geary coefficient of lag 1 weighted by atomic number
,GATS2Z,"GATS(2, 'Z')",2D,geary coefficient of lag 2 weighted by atomic number
,GATS3Z,"GATS(3, 'Z')",2D,geary coefficient of lag 3 weighted by atomic number
,GATS4Z,"GATS(4, 'Z')",2D,geary coefficient of lag 4 weighted by atomic number
,GATS5Z,"GATS(5, 'Z')",2D,geary coefficient of lag 5 weighted by atomic number
,GATS6Z,"GATS(6, 'Z')",2D,geary coefficient of lag 6 weighted by atomic number
,GATS7Z,"GATS(7, 'Z')",2D,geary coefficient of lag 7 weighted by atomic number
,GATS8Z,"GATS(8, 'Z')",2D,geary coefficient of lag 8 weighted by atomic number
,GATS1m,"GATS(1, 'm')",2D,geary coefficient of lag 1 weighted by mass
,GATS2m,"GATS(2, 'm')",2D,geary coefficient of lag 2 weighted by mass
,GATS3m,"GATS(3, 'm')",2D,geary coefficient of lag 3 weighted by mass
,GATS4m,"GATS(4, 'm')",2D,geary coefficient of lag 4 weighted by mass
,GATS5m,"GATS(5, 'm')",2D,geary coefficient of lag 5 weighted by mass
,GATS6m,"GATS(6, 'm')",2D,geary coefficient of lag 6 weighted by mass
,GATS7m,"GATS(7, 'm')",2D,geary coefficient of lag 7 weighted by mass
,GATS8m,"GATS(8, 'm')",2D,geary coefficient of lag 8 weighted by mass
,GATS1v,"GATS(1, 'v')",2D,geary coefficient of lag 1 weighted by vdw volume
,GATS2v,"GATS(2, 'v')",2D,geary coefficient of lag 2 weighted by vdw volume
,GATS3v,"GATS(3, 'v')",2D,geary coefficient of lag 3 weighted by vdw volume
,GATS4v,"GATS(4, 'v')",2D,geary coefficient of lag 4 weighted by vdw volume
,GATS5v,"GATS(5, 'v')",2D,geary coefficient of lag 5 weighted by vdw volume
,GATS6v,"GATS(6, 'v')",2D,geary coefficient of lag 6 weighted by vdw volume
,GATS7v,"GATS(7, 'v')",2D,geary coefficient of lag 7 weighted by vdw volume
,GATS8v,"GATS(8, 'v')",2D,geary coefficient of lag 8 weighted by vdw volume
,GATS1se,"GATS(1, 'se')",2D,geary coefficient of lag 1 weighted by sanderson EN
,GATS2se,"GATS(2, 'se')",2D,geary coefficient of lag 2 weighted by sanderson EN
,GATS3se,"GATS(3, 'se')",2D,geary coefficient of lag 3 weighted by sanderson EN
,GATS4se,"GATS(4, 'se')",2D,geary coefficient of lag 4 weighted by sanderson EN
,GATS5se,"GATS(5, 'se')",2D,geary coefficient of lag 5 weighted by sanderson EN
,GATS6se,"GATS(6, 'se')",2D,geary coefficient of lag 6 weighted by sanderson EN
,GATS7se,"GATS(7, 'se')",2D,geary coefficient of lag 7 weighted by sanderson EN
,GATS8se,"GATS(8, 'se')",2D,geary coefficient of lag 8 weighted by sanderson EN
,GATS1pe,"GATS(1, 'pe')",2D,geary coefficient of lag 1 weighted by pauling EN
,GATS2pe,"GATS(2, 'pe')",2D,geary coefficient of lag 2 weighted by pauling EN
,GATS3pe,"GATS(3, 'pe')",2D,geary coefficient of lag 3 weighted by pauling EN
,GATS4pe,"GATS(4, 'pe')",2D,geary coefficient of lag 4 weighted by pauling EN
,GATS5pe,"GATS(5, 'pe')",2D,geary coefficient of lag 5 weighted by pauling EN
,GATS6pe,"GATS(6, 'pe')",2D,geary coefficient of lag 6 weighted by pauling EN
,GATS7pe,"GATS(7, 'pe')",2D,geary coefficient of lag 7 weighted by pauling EN
,GATS8pe,"GATS(8, 'pe')",2D,geary coefficient of lag 8 weighted by pauling EN
,GATS1are,"GATS(1, 'are')",2D,geary coefficient of lag 1 weighted by allred-rocow EN
,GATS2are,"GATS(2, 'are')",2D,geary coefficient of lag 2 weighted by allred-rocow EN
,GATS3are,"GATS(3, 'are')",2D,geary coefficient of lag 3 weighted by allred-rocow EN
,GATS4are,"GATS(4, 'are')",2D,geary coefficient of lag 4 weighted by allred-rocow EN
,GATS5are,"GATS(5, 'are')",2D,geary coefficient of lag 5 weighted by allred-rocow EN
,GATS6are,"GATS(6, 'are')",2D,geary coefficient of lag 6 weighted by allred-rocow EN
,GATS7are,"GATS(7, 'are')",2D,geary coefficient of lag 7 weighted by allred-rocow EN
,GATS8are,"GATS(8, 'are')",2D,geary coefficient of lag 8 weighted by allred-rocow EN
,GATS1p,"GATS(1, 'p')",2D,geary coefficient of lag 1 weighted by polarizability
,GATS2p,"GATS(2, 'p')",2D,geary coefficient of lag 2 weighted by polarizability
,GATS3p,"GATS(3, 'p')",2D,geary coefficient of lag 3 weighted by polarizability
,GATS4p,"GATS(4, 'p')",2D,geary coefficient of lag 4 weighted by polarizability
,GATS5p,"GATS(5, 'p')",2D,geary coefficient of lag 5 weighted by polarizability
,GATS6p,"GATS(6, 'p')",2D,geary coefficient of lag 6 weighted by polarizability
,GATS7p,"GATS(7, 'p')",2D,geary coefficient of lag 7 weighted by polarizability
,GATS8p,"GATS(8, 'p')",2D,geary coefficient of lag 8 weighted by polarizability
,GATS1i,"GATS(1, 'i')",2D,geary coefficient of lag 1 weighted by ionization potential
,GATS2i,"GATS(2, 'i')",2D,geary coefficient of lag 2 weighted by ionization potential
,GATS3i,"GATS(3, 'i')",2D,geary coefficient of lag 3 weighted by ionization potential
,GATS4i,"GATS(4, 'i')",2D,geary coefficient of lag 4 weighted by ionization potential
,GATS5i,"GATS(5, 'i')",2D,geary coefficient of lag 5 weighted by ionization potential
,GATS6i,"GATS(6, 'i')",2D,geary coefficient of lag 6 weighted by ionization potential
,GATS7i,"GATS(7, 'i')",2D,geary coefficient of lag 7 weighted by ionization potential
,GATS8i,"GATS(8, 'i')",2D,geary coefficient of lag 8 weighted by ionization potential
BalabanJ,BalabanJ,BalabanJ(),2D,Balaban's J index
BaryszMatrix,SpAbs_DzZ,"BaryszMatrix('Z', 'SpAbs')",2D,graph energy from Barysz matrix weighted by atomic number
,SpMax_DzZ,"BaryszMatrix('Z', 'SpMax')",2D,leading eigenvalue from Barysz matrix weighted by atomic number
,SpDiam_DzZ,"BaryszMatrix('Z', 'SpDiam')",2D,spectral diamiter from Barysz matrix weighted by atomic number
,SpAD_DzZ,"BaryszMatrix('Z', 'SpAD')",2D,spectral absolute diviation from Barysz matrix weighted by atomic number
,SpMAD_DzZ,"BaryszMatrix('Z', 'SpMAD')",2D,spectral mean absolute diviation from Barysz matrix weighted by atomic number
,LogEE_DzZ,"BaryszMatrix('Z', 'LogEE')",2D,Estrada-like index from Barysz matrix weighted by atomic number
,SM1_DzZ,"BaryszMatrix('Z', 'SM1')",2D,spectral moment from Barysz matrix weighted by atomic number
,VE1_DzZ,"BaryszMatrix('Z', 'VE1')",2D,coefficient sum of the last eigenvector from Barysz matrix weighted by atomic number
,VE2_DzZ,"BaryszMatrix('Z', 'VE2')",2D,average coefficient of the last eigenvector from Barysz matrix weighted by atomic number
,VE3_DzZ,"BaryszMatrix('Z', 'VE3')",2D,logarithmic coefficient sum of the last eigenvector from Barysz matrix weighted by atomic number
,VR1_DzZ,"BaryszMatrix('Z', 'VR1')",2D,Randic-like eigenvector-based index from Barysz matrix weighted by atomic number
,VR2_DzZ,"BaryszMatrix('Z', 'VR2')",2D,normalized Randic-like eigenvector-based index from Barysz matrix weighted by atomic number
,VR3_DzZ,"BaryszMatrix('Z', 'VR3')",2D,logarithmic Randic-like eigenvector-based index from Barysz matrix weighted by atomic number
,SpAbs_Dzm,"BaryszMatrix('m', 'SpAbs')",2D,graph energy from Barysz matrix weighted by mass
,SpMax_Dzm,"BaryszMatrix('m', 'SpMax')",2D,leading eigenvalue from Barysz matrix weighted by mass
,SpDiam_Dzm,"BaryszMatrix('m', 'SpDiam')",2D,spectral diamiter from Barysz matrix weighted by mass
,SpAD_Dzm,"BaryszMatrix('m', 'SpAD')",2D,spectral absolute diviation from Barysz matrix weighted by mass
,SpMAD_Dzm,"BaryszMatrix('m', 'SpMAD')",2D,spectral mean absolute diviation from Barysz matrix weighted by mass
,LogEE_Dzm,"BaryszMatrix('m', 'LogEE')",2D,Estrada-like index from Barysz matrix weighted by mass
,SM1_Dzm,"BaryszMatrix('m', 'SM1')",2D,spectral moment from Barysz matrix weighted by mass
,VE1_Dzm,"BaryszMatrix('m', 'VE1')",2D,coefficient sum of the last eigenvector from Barysz matrix weighted by mass
,VE2_Dzm,"BaryszMatrix('m', 'VE2')",2D,average coefficient of the last eigenvector from Barysz matrix weighted by mass
,VE3_Dzm,"BaryszMatrix('m', 'VE3')",2D,logarithmic coefficient sum of the last eigenvector from Barysz matrix weighted by mass
,VR1_Dzm,"BaryszMatrix('m', 'VR1')",2D,Randic-like eigenvector-based index from Barysz matrix weighted by mass
,VR2_Dzm,"BaryszMatrix('m', 'VR2')",2D,normalized Randic-like eigenvector-based index from Barysz matrix weighted by mass
,VR3_Dzm,"BaryszMatrix('m', 'VR3')",2D,logarithmic Randic-like eigenvector-based index from Barysz matrix weighted by mass
,SpAbs_Dzv,"BaryszMatrix('v', 'SpAbs')",2D,graph energy from Barysz matrix weighted by vdw volume
,SpMax_Dzv,"BaryszMatrix('v', 'SpMax')",2D,leading eigenvalue from Barysz matrix weighted by vdw volume
,SpDiam_Dzv,"BaryszMatrix('v', 'SpDiam')",2D,spectral diamiter from Barysz matrix weighted by vdw volume
,SpAD_Dzv,"BaryszMatrix('v', 'SpAD')",2D,spectral absolute diviation from Barysz matrix weighted by vdw volume
,SpMAD_Dzv,"BaryszMatrix('v', 'SpMAD')",2D,spectral mean absolute diviation from Barysz matrix weighted by vdw volume
,LogEE_Dzv,"BaryszMatrix('v', 'LogEE')",2D,Estrada-like index from Barysz matrix weighted by vdw volume
,SM1_Dzv,"BaryszMatrix('v', 'SM1')",2D,spectral moment from Barysz matrix weighted by vdw volume
,VE1_Dzv,"BaryszMatrix('v', 'VE1')",2D,coefficient sum of the last eigenvector from Barysz matrix weighted by vdw volume
,VE2_Dzv,"BaryszMatrix('v', 'VE2')",2D,average coefficient of the last eigenvector from Barysz matrix weighted by vdw volume
,VE3_Dzv,"BaryszMatrix('v', 'VE3')",2D,logarithmic coefficient sum of the last eigenvector from Barysz matrix weighted by vdw volume
,VR1_Dzv,"BaryszMatrix('v', 'VR1')",2D,Randic-like eigenvector-based index from Barysz matrix weighted by vdw volume
,VR2_Dzv,"BaryszMatrix('v', 'VR2')",2D,normalized Randic-like eigenvector-based index from Barysz matrix weighted by vdw volume
,VR3_Dzv,"BaryszMatrix('v', 'VR3')",2D,logarithmic Randic-like eigenvector-based index from Barysz matrix weighted by vdw volume
,SpAbs_Dzse,"BaryszMatrix('se', 'SpAbs')",2D,graph energy from Barysz matrix weighted by sanderson EN
,SpMax_Dzse,"BaryszMatrix('se', 'SpMax')",2D,leading eigenvalue from Barysz matrix weighted by sanderson EN
,SpDiam_Dzse,"BaryszMatrix('se', 'SpDiam')",2D,spectral diamiter from Barysz matrix weighted by sanderson EN
,SpAD_Dzse,"BaryszMatrix('se', 'SpAD')",2D,spectral absolute diviation from Barysz matrix weighted by sanderson EN
,SpMAD_Dzse,"BaryszMatrix('se', 'SpMAD')",2D,spectral mean absolute diviation from Barysz matrix weighted by sanderson EN
,LogEE_Dzse,"BaryszMatrix('se', 'LogEE')",2D,Estrada-like index from Barysz matrix weighted by sanderson EN
,SM1_Dzse,"BaryszMatrix('se', 'SM1')",2D,spectral moment from Barysz matrix weighted by sanderson EN
,VE1_Dzse,"BaryszMatrix('se', 'VE1')",2D,coefficient sum of the last eigenvector from Barysz matrix weighted by sanderson EN
,VE2_Dzse,"BaryszMatrix('se', 'VE2')",2D,average coefficient of the last eigenvector from Barysz matrix weighted by sanderson EN
,VE3_Dzse,"BaryszMatrix('se', 'VE3')",2D,logarithmic coefficient sum of the last eigenvector from Barysz matrix weighted by sanderson EN
,VR1_Dzse,"BaryszMatrix('se', 'VR1')",2D,Randic-like eigenvector-based index from Barysz matrix weighted by sanderson EN
,VR2_Dzse,"BaryszMatrix('se', 'VR2')",2D,normalized Randic-like eigenvector-based index from Barysz matrix weighted by sanderson EN
,VR3_Dzse,"BaryszMatrix('se', 'VR3')",2D,logarithmic Randic-like eigenvector-based index from Barysz matrix weighted by sanderson EN
,SpAbs_Dzpe,"BaryszMatrix('pe', 'SpAbs')",2D,graph energy from Barysz matrix weighted by pauling EN
,SpMax_Dzpe,"BaryszMatrix('pe', 'SpMax')",2D,leading eigenvalue from Barysz matrix weighted by pauling EN
,SpDiam_Dzpe,"BaryszMatrix('pe', 'SpDiam')",2D,spectral diamiter from Barysz matrix weighted by pauling EN
,SpAD_Dzpe,"BaryszMatrix('pe', 'SpAD')",2D,spectral absolute diviation from Barysz matrix weighted by pauling EN
,SpMAD_Dzpe,"BaryszMatrix('pe', 'SpMAD')",2D,spectral mean absolute diviation from Barysz matrix weighted by pauling EN
,LogEE_Dzpe,"BaryszMatrix('pe', 'LogEE')",2D,Estrada-like index from Barysz matrix weighted by pauling EN
,SM1_Dzpe,"BaryszMatrix('pe', 'SM1')",2D,spectral moment from Barysz matrix weighted by pauling EN
,VE1_Dzpe,"BaryszMatrix('pe', 'VE1')",2D,coefficient sum of the last eigenvector from Barysz matrix weighted by pauling EN
,VE2_Dzpe,"BaryszMatrix('pe', 'VE2')",2D,average coefficient of the last eigenvector from Barysz matrix weighted by pauling EN
,VE3_Dzpe,"BaryszMatrix('pe', 'VE3')",2D,logarithmic coefficient sum of the last eigenvector from Barysz matrix weighted by pauling EN
,VR1_Dzpe,"BaryszMatrix('pe', 'VR1')",2D,Randic-like eigenvector-based index from Barysz matrix weighted by pauling EN
,VR2_Dzpe,"BaryszMatrix('pe', 'VR2')",2D,normalized Randic-like eigenvector-based index from Barysz matrix weighted by pauling EN
,VR3_Dzpe,"BaryszMatrix('pe', 'VR3')",2D,logarithmic Randic-like eigenvector-based index from Barysz matrix weighted by pauling EN
,SpAbs_Dzare,"BaryszMatrix('are', 'SpAbs')",2D,graph energy from Barysz matrix weighted by allred-rocow EN
,SpMax_Dzare,"BaryszMatrix('are', 'SpMax')",2D,leading eigenvalue from Barysz matrix weighted by allred-rocow EN
,SpDiam_Dzare,"BaryszMatrix('are', 'SpDiam')",2D,spectral diamiter from Barysz matrix weighted by allred-rocow EN
,SpAD_Dzare,"BaryszMatrix('are', 'SpAD')",2D,spectral absolute diviation from Barysz matrix weighted by allred-rocow EN
,SpMAD_Dzare,"BaryszMatrix('are', 'SpMAD')",2D,spectral mean absolute diviation from Barysz matrix weighted by allred-rocow EN
,LogEE_Dzare,"BaryszMatrix('are', 'LogEE')",2D,Estrada-like index from Barysz matrix weighted by allred-rocow EN
,SM1_Dzare,"BaryszMatrix('are', 'SM1')",2D,spectral moment from Barysz matrix weighted by allred-rocow EN
,VE1_Dzare,"BaryszMatrix('are', 'VE1')",2D,coefficient sum of the last eigenvector from Barysz matrix weighted by allred-rocow EN
,VE2_Dzare,"BaryszMatrix('are', 'VE2')",2D,average coefficient of the last eigenvector from Barysz matrix weighted by allred-rocow EN
,VE3_Dzare,"BaryszMatrix('are', 'VE3')",2D,logarithmic coefficient sum of the last eigenvector from Barysz matrix weighted by allred-rocow EN
,VR1_Dzare,"BaryszMatrix('are', 'VR1')",2D,Randic-like eigenvector-based index from Barysz matrix weighted by allred-rocow EN
,VR2_Dzare,"BaryszMatrix('are', 'VR2')",2D,normalized Randic-like eigenvector-based index from Barysz matrix weighted by allred-rocow EN
,VR3_Dzare,"BaryszMatrix('are', 'VR3')",2D,logarithmic Randic-like eigenvector-based index from Barysz matrix weighted by allred-rocow EN
,SpAbs_Dzp,"BaryszMatrix('p', 'SpAbs')",2D,graph energy from Barysz matrix weighted by polarizability
,SpMax_Dzp,"BaryszMatrix('p', 'SpMax')",2D,leading eigenvalue from Barysz matrix weighted by polarizability
,SpDiam_Dzp,"BaryszMatrix('p', 'SpDiam')",2D,spectral diamiter from Barysz matrix weighted by polarizability
,SpAD_Dzp,"BaryszMatrix('p', 'SpAD')",2D,spectral absolute diviation from Barysz matrix weighted by polarizability
,SpMAD_Dzp,"BaryszMatrix('p', 'SpMAD')",2D,spectral mean absolute diviation from Barysz matrix weighted by polarizability
,LogEE_Dzp,"BaryszMatrix('p', 'LogEE')",2D,Estrada-like index from Barysz matrix weighted by polarizability
,SM1_Dzp,"BaryszMatrix('p', 'SM1')",2D,spectral moment from Barysz matrix weighted by polarizability
,VE1_Dzp,"BaryszMatrix('p', 'VE1')",2D,coefficient sum of the last eigenvector from Barysz matrix weighted by polarizability
,VE2_Dzp,"BaryszMatrix('p', 'VE2')",2D,average coefficient of the last eigenvector from Barysz matrix weighted by polarizability
,VE3_Dzp,"BaryszMatrix('p', 'VE3')",2D,logarithmic coefficient sum of the last eigenvector from Barysz matrix weighted by polarizability
,VR1_Dzp,"BaryszMatrix('p', 'VR1')",2D,Randic-like eigenvector-based index from Barysz matrix weighted by polarizability
,VR2_Dzp,"BaryszMatrix('p', 'VR2')",2D,normalized Randic-like eigenvector-based index from Barysz matrix weighted by polarizability
,VR3_Dzp,"BaryszMatrix('p', 'VR3')",2D,logarithmic Randic-like eigenvector-based index from Barysz matrix weighted by polarizability
,SpAbs_Dzi,"BaryszMatrix('i', 'SpAbs')",2D,graph energy from Barysz matrix weighted by ionization potential
,SpMax_Dzi,"BaryszMatrix('i', 'SpMax')",2D,leading eigenvalue from Barysz matrix weighted by ionization potential
,SpDiam_Dzi,"BaryszMatrix('i', 'SpDiam')",2D,spectral diamiter from Barysz matrix weighted by ionization potential
,SpAD_Dzi,"BaryszMatrix('i', 'SpAD')",2D,spectral absolute diviation from Barysz matrix weighted by ionization potential
,SpMAD_Dzi,"BaryszMatrix('i', 'SpMAD')",2D,spectral mean absolute diviation from Barysz matrix weighted by ionization potential
,LogEE_Dzi,"BaryszMatrix('i', 'LogEE')",2D,Estrada-like index from Barysz matrix weighted by ionization potential
,SM1_Dzi,"BaryszMatrix('i', 'SM1')",2D,spectral moment from Barysz matrix weighted by ionization potential
,VE1_Dzi,"BaryszMatrix('i', 'VE1')",2D,coefficient sum of the last eigenvector from Barysz matrix weighted by ionization potential
,VE2_Dzi,"BaryszMatrix('i', 'VE2')",2D,average coefficient of the last eigenvector from Barysz matrix weighted by ionization potential
,VE3_Dzi,"BaryszMatrix('i', 'VE3')",2D,logarithmic coefficient sum of the last eigenvector from Barysz matrix weighted by ionization potential
,VR1_Dzi,"BaryszMatrix('i', 'VR1')",2D,Randic-like eigenvector-based index from Barysz matrix weighted by ionization potential
,VR2_Dzi,"BaryszMatrix('i', 'VR2')",2D,normalized Randic-like eigenvector-based index from Barysz matrix weighted by ionization potential
,VR3_Dzi,"BaryszMatrix('i', 'VR3')",2D,logarithmic Randic-like eigenvector-based index from Barysz matrix weighted by ionization potential
BCUT,BCUTc-1h,"BCUT('c', 0)",2D,first heighest eigenvalue of Burden matrix weighted by gasteiger charge
,BCUTc-1l,"BCUT('c', -1)",2D,first lowest eigenvalue of Burden matrix weighted by gasteiger charge
,BCUTdv-1h,"BCUT('dv', 0)",2D,first heighest eigenvalue of Burden matrix weighted by valence electrons
,BCUTdv-1l,"BCUT('dv', -1)",2D,first lowest eigenvalue of Burden matrix weighted by valence electrons
,BCUTd-1h,"BCUT('d', 0)",2D,first heighest eigenvalue of Burden matrix weighted by sigma electrons
,BCUTd-1l,"BCUT('d', -1)",2D,first lowest eigenvalue of Burden matrix weighted by sigma electrons
,BCUTs-1h,"BCUT('s', 0)",2D,first heighest eigenvalue of Burden matrix weighted by intrinsic state
,BCUTs-1l,"BCUT('s', -1)",2D,first lowest eigenvalue of Burden matrix weighted by intrinsic state
,BCUTZ-1h,"BCUT('Z', 0)",2D,first heighest eigenvalue of Burden matrix weighted by atomic number
,BCUTZ-1l,"BCUT('Z', -1)",2D,first lowest eigenvalue of Burden matrix weighted by atomic number
,BCUTm-1h,"BCUT('m', 0)",2D,first heighest eigenvalue of Burden matrix weighted by mass
,BCUTm-1l,"BCUT('m', -1)",2D,first lowest eigenvalue of Burden matrix weighted by mass
,BCUTv-1h,"BCUT('v', 0)",2D,first heighest eigenvalue of Burden matrix weighted by vdw volume
,BCUTv-1l,"BCUT('v', -1)",2D,first lowest eigenvalue of Burden matrix weighted by vdw volume
,BCUTse-1h,"BCUT('se', 0)",2D,first heighest eigenvalue of Burden matrix weighted by sanderson EN
,BCUTse-1l,"BCUT('se', -1)",2D,first lowest eigenvalue of Burden matrix weighted by sanderson EN
,BCUTpe-1h,"BCUT('pe', 0)",2D,first heighest eigenvalue of Burden matrix weighted by pauling EN
,BCUTpe-1l,"BCUT('pe', -1)",2D,first lowest eigenvalue of Burden matrix weighted by pauling EN
,BCUTare-1h,"BCUT('are', 0)",2D,first heighest eigenvalue of Burden matrix weighted by allred-rocow EN
,BCUTare-1l,"BCUT('are', -1)",2D,first lowest eigenvalue of Burden matrix weighted by allred-rocow EN
,BCUTp-1h,"BCUT('p', 0)",2D,first heighest eigenvalue of Burden matrix weighted by polarizability
,BCUTp-1l,"BCUT('p', -1)",2D,first lowest eigenvalue of Burden matrix weighted by polarizability
,BCUTi-1h,"BCUT('i', 0)",2D,first heighest eigenvalue of Burden matrix weighted by ionization potential
,BCUTi-1l,"BCUT('i', -1)",2D,first lowest eigenvalue of Burden matrix weighted by ionization potential
BertzCT,BertzCT,BertzCT(),2D,Bertz CT
BondCount,nBonds,"BondCount('any', False)",2D,number of all bonds in non-kekulized structure
,nBondsO,"BondCount('heavy', False)",2D,number of bonds connecting to heavy atom in non-kekulized structure
,nBondsS,"BondCount('single', False)",2D,number of single bonds in non-kekulized structure
,nBondsD,"BondCount('double', False)",2D,number of double bonds in non-kekulized structure
,nBondsT,"BondCount('triple', False)",2D,number of triple bonds in non-kekulized structure
,nBondsA,"BondCount('aromatic', False)",2D,number of aromatic bonds in non-kekulized structure
,nBondsM,"BondCount('multiple', False)",2D,number of multiple bonds in non-kekulized structure
,nBondsKS,"BondCount('single', True)",2D,number of single bonds in kekulized structure
,nBondsKD,"BondCount('double', True)",2D,number of double bonds in kekulized structure
CarbonTypes,C1SP1,"CarbonTypes(1, 1)",2D,SP carbon bound to 1 other carbon
,C2SP1,"CarbonTypes(2, 1)",2D,SP carbon bound to 2 other carbons
,C1SP2,"CarbonTypes(1, 2)",2D,SP2 carbon bound to 1 other carbon
,C2SP2,"CarbonTypes(2, 2)",2D,SP2 carbon bound to 2 other carbons
,C3SP2,"CarbonTypes(3, 2)",2D,SP2 carbon bound to 3 other carbons
,C1SP3,"CarbonTypes(1, 3)",2D,SP3 carbon bound to 1 other carbon
,C2SP3,"CarbonTypes(2, 3)",2D,SP3 carbon bound to 2 other carbons
,C3SP3,"CarbonTypes(3, 3)",2D,SP3 carbon bound to 3 other carbons
,C4SP3,"CarbonTypes(4, 3)",2D,SP3 carbon bound to 4 other carbons
,HybRatio,HybridizationRatio(),2D,hybridization ratio
Chi,Xch-3d,"Chi('chain', 3, 'd', False)",2D,3-ordered Chi chain weighted by sigma electrons
,Xch-4d,"Chi('chain', 4, 'd', False)",2D,4-ordered Chi chain weighted by sigma electrons
,Xch-5d,"Chi('chain', 5, 'd', False)",2D,5-ordered Chi chain weighted by sigma electrons
,Xch-6d,"Chi('chain', 6, 'd', False)",2D,6-ordered Chi chain weighted by sigma electrons
,Xch-7d,"Chi('chain', 7, 'd', False)",2D,7-ordered Chi chain weighted by sigma electrons
,Xch-3dv,"Chi('chain', 3, 'dv', False)",2D,3-ordered Chi chain weighted by valence electrons
,Xch-4dv,"Chi('chain', 4, 'dv', False)",2D,4-ordered Chi chain weighted by valence electrons
,Xch-5dv,"Chi('chain', 5, 'dv', False)",2D,5-ordered Chi chain weighted by valence electrons
,Xch-6dv,"Chi('chain', 6, 'dv', False)",2D,6-ordered Chi chain weighted by valence electrons
,Xch-7dv,"Chi('chain', 7, 'dv', False)",2D,7-ordered Chi chain weighted by valence electrons
,Xc-3d,"Chi('cluster', 3, 'd', False)",2D,3-ordered Chi cluster weighted by sigma electrons
,Xc-4d,"Chi('cluster', 4, 'd', False)",2D,4-ordered Chi cluster weighted by sigma electrons
,Xc-5d,"Chi('cluster', 5, 'd', False)",2D,5-ordered Chi cluster weighted by sigma electrons
,Xc-6d,"Chi('cluster', 6, 'd', False)",2D,6-ordered Chi cluster weighted by sigma electrons
,Xc-3dv,"Chi('cluster', 3, 'dv', False)",2D,3-ordered Chi cluster weighted by valence electrons
,Xc-4dv,"Chi('cluster', 4, 'dv', False)",2D,4-ordered Chi cluster weighted by valence electrons
,Xc-5dv,"Chi('cluster', 5, 'dv', False)",2D,5-ordered Chi cluster weighted by valence electrons
,Xc-6dv,"Chi('cluster', 6, 'dv', False)",2D,6-ordered Chi cluster weighted by valence electrons
